X_in,X_out
1433,2559
323,61
1847,908
2965,94
1925,36
1625,55
2282,2
465,3
2975,24
1303,1
3407,947
29,2950
508,784
3484,1525
798,69
1859,1
95,1299
985,18
3731,6
1309,177
54,1448
297,1801
3730,1
1630,1
395,3007
1064,1
2790,6
149,3948
530,227
2286,3
3538,45
12,24
5,42
2398,3763
2012,3
2479,231
3813,2
3938,19
1027,2197
3482,1
2018,1
2218,33
2087,7
2941,15
1534,1
1013,6
1770,30
3569,23
702,43
3007,41
1831,20
122,5
3855,807
3751,3454
2081,4
3306,1
184,12
1219,6
2692,2692
1693,143
14,29
199,1357
167,319
2346,567
1787,5
3117,68
3486,47
185,118
167,29
1717,58
721,801
352,1
2124,2
629,54
2277,309
13,3869
517,27
628,513
999,1385
1115,58
712,4
259,2
8,10
1758,2312
2473,61
390,934
40,1443
17,22
1543,3
3364,3862
1060,1
415,7
2042,1048
37,29
1704,169
620,1518
2023,12
1686,15
3912,84
240,56
113,7
2671,1
53,994
1532,1
5,9
13,8
1790,1498
735,697
2405,261
131,7
2547,33
1220,397
1382,3354
817,1
1002,1944
162,36
928,1
8,10
1798,33
1870,265
53,847
2093,5
405,5
38,18
117,119
4,23
738,211
3879,13
1089,36
3989,1
1064,69
403,335
1946,308
2123,1
1981,1
1265,1494
9,9
896,2
2383,455
1147,18
1469,1027
779,152
1231,6
837,46
2191,12
742,982
3908,7
3106,5
320,11
2028,38
912,6
184,2165
1506,379
2983,185
575,66
180,1
1640,18
6,63
2709,377
450,27
1176,5
3586,2357
1605,44
1313,5
1319,1409
677,809
994,12
1726,520
1904,76
2700,85
1803,428
789,1798
82,1
3826,1725
248,1834
166,2
1682,40
13,547
2586,3
1496,472
1208,2
3907,14
3544,528
1732,7
2832,421
478,726
1950,1069
456,6
1868,2951
1282,165
145,155
674,7
694,1770
984,6
179,518
3239,689
1150,356
1580,64
2542,453
1687,19
2832,2576
8,635
1301,487
13,4
2785,1
875,272
3838,24
3619,1
1808,648
577,7
2954,1067
2129,99
949,47
1445,31
204,47
1106,3
44,1521
3839,1
1193,2
1480,6
1902,298
2643,864
1050,286
2253,6
2932,2
1952,1774
2233,1
1737,1
117,5
699,1
3975,112
1244,731
3504,1294
2965,1992
2002,401
2523,1
2432,2
2890,267
356,193
126,2
3351,1
2468,27
819,238
3066,77
1214,6
5,1
428,4
1512,93
2890,51
817,123
1905,2
936,33
1536,191
3188,4
2608,2
44,63
632,961
2435,1
1985,6
1924,80
297,885
1364,2
3872,15
1519,2873
976,6
1925,7
2742,54
3749,1642
3453,537
414,1
2855,1007
3585,641
1269,50
1356,3631
2881,1447
3827,7
3341,1398
71,1963
3212,7
7,119
1995,6
147,1554
1306,5
3225,16
289,6
2097,946
8,9
127,2490
3235,3195
1378,2303
1630,1391
3271,14
240,149
505,52
1702,3327
889,7
1384,34
3627,527
3197,15
1791,2198
62,60
654,2604
27,31
1707,6
1409,22
2562,1
293,3144
265,197
383,111
1,78
790,934
48,2334
808,1714
25,3465
1033,836
12,12
3064,1278
1451,235
3718,73
701,886
12,30
2579,3
60,54
2519,10
1062,86
1520,113
3184,12
2990,796
1332,16
2123,1
298,1733
1866,1
2300,2
200,1816
68,21
1569,1
267,10
1397,32
680,8
1312,2005
30,866
3203,5
1658,3
353,3848
673,5
860,27
330,1
1029,14
403,1430
3573,36
1835,373
780,7
543,402
547,107
2045,3567
1476,5
109,291
1834,5
1105,147
2031,2
1319,76
2220,17
1004,11
439,25
3762,2
343,8
72,2625
1807,24
2054,1
739,6
21,9
879,5
904,817
502,11
455,19
570,450
64,3122
1681,47
1026,1304
393,1354
1566,359
33,293
605,1
3213,1707
194,1484
353,907
3916,5
2107,2676
423,31
2373,11
1225,190
794,5
473,14
1540,1437
2701,5
2075,712
3139,1512
2742,20
35,1
1092,2637
604,66
1875,619
462,3
1800,1
2569,9
1633,146
1292,163
1251,12
139,29
236,531
3024,1409
1865,2384
2636,17
278,33
2088,1
1187,67
326,248
962,1
1977,15
665,1
271,38
2334,1205
686,1356
1813,134
170,178
2640,1861
1328,52
1756,241
1007,54
241,52
815,3216
279,5
1361,12
39,54
2556,1
1409,3400
3816,23
3525,237
666,1741
26,7
1173,7
364,29
1789,4
782,3
940,940
3157,66
1026,158
1419,183
351,217
3412,2
1552,54
21,21
3647,1
865,1
183,26
160,37
44,947
3304,1
1159,806
75,9
1689,3
10,8
3392,2423
2073,16
23,2434
3693,57
644,3117
2949,24
1416,1427
508,510
2004,37
3823,21
2418,1
285,7
3080,10
1842,7
1008,48
1922,2
1339,541
710,3454
2181,20
3551,2
1444,58
3181,20
436,247
1793,731
373,796
1082,95
3622,3
1168,2249
320,5
226,489
2695,3
1945,279
168,2
263,5
2576,43
759,32
2606,107
835,7
1116,31
659,773
2342,33
3076,2
29,19
591,1755
224,7
36,1333
2370,1
3017,165
1589,34
1524,1
621,218
1163,41
1900,3
2840,1194
300,350
2698,2154
3076,5
43,3
967,111
1526,1
678,1529
593,16
3471,931
3246,154
796,1
2745,28
2144,7
606,6
1454,39
1785,7
181,2192
359,2
2649,5
2527,578
747,2
2877,506
234,52
174,5
1850,1
3216,61
308,7
125,3776
583,1698
188,3
732,14
3767,20
3782,265
964,3888
1452,1
1304,895
754,102
3616,7
1448,7
586,12
177,6
147,63
845,2402
1207,6
2946,15
2886,52
2806,25
1839,178
162,57
3548,59
5,1767
2591,3270
987,147
384,1045
2994,3
1703,2
3169,175
203,5
3658,1
3135,5
1324,183
71,445
3554,3079
1595,24
2941,127
665,15
355,1
1772,264
1983,795
2686,19
2330,781
2551,132
3307,1
1315,2083
2037,129
3970,12
1424,3
1613,2
970,3593
3833,1090
2657,1345
324,11
43,3
170,936
674,537
6,2
2916,758
2153,7
1452,191
288,156
2080,31
526,4
1191,18
678,19
617,1368
3482,1
2247,3
912,51
803,6
599,2552
755,1360
2318,2
783,128
3769,932
3585,3585
1236,25
113,5
1493,2411
27,715
1360,2705
475,18
1617,24
928,1
3177,816
2191,2
792,2568
2212,208
450,2
1519,11
3713,1947
1524,892
610,1
2274,109
3558,1
29,1153
3376,2
1847,1
3250,7
3948,1
2196,2
2145,2
760,698
569,69
2600,3733
2895,27
2003,7
1537,1845
1593,35
569,1008
3927,6
1009,2800
31,1845
1269,769
290,1
495,5
1141,2
1992,30
2801,3
1682,5
123,91
1588,2067
2763,3292
366,131
1558,1078
51,132
360,176
1957,15
104,251
3397,666
1300,579
1037,3893
3458,2334
390,53
1796,19
2174,37
1353,11
751,1066
3290,174
1742,43
3055,1
3289,3
359,563
9,4
2835,56
2721,816
534,95
60,26
51,51
733,1092
444,18
2,1971
2823,3
1087,35
1935,15
1165,1
436,15
9,9
493,7
3299,1
2582,3048
160,3757
2093,682
31,157
1089,427
311,7
941,225
86,474
2752,6
3969,1484
2902,222
3383,20
126,1719
3793,242
806,1836
285,503
963,7
1358,144
2901,126
2470,18
2858,2
1437,2
899,1
956,3
2046,636
3595,18
482,3
407,660
2079,1
68,255
2205,3097
1177,12
587,2
2223,18
1999,384
494,27
1033,1
711,1598
3972,64
11,80
480,20
42,28
2137,1415
1992,5
1827,167
89,6
1926,3055
1176,1267
2131,106
257,16
240,225
2923,858
264,1301
650,2984
813,2
411,4
2862,18
13,913
3986,336
2799,44
248,20
1054,309
219,1646
2213,19
845,280
3009,51
737,965
213,1
716,410
1078,3
3735,7
1127,1837
1260,5
1248,85
3290,107
42,2137
3595,6
2213,449
1448,18
470,7
2344,364
3361,7
1656,741
691,1415
1925,36
233,18
1218,879
1216,24
283,1
524,85
623,1
2712,180
1065,36
3133,397
18,1
2643,6
2717,247
1779,449
2368,48
1710,8
1846,793
601,659
10,4
146,14
1901,3
2003,1135
99,890
3076,70
897,203
2339,249
1434,106
1716,1969
1883,6
134,237
3321,5
279,19
2269,619
1551,52
695,16
1842,852
2,1
2,262
3919,1936
485,246
1447,284
350,18
964,29
428,2110
2673,37
2945,21
1842,1301
21,8
199,5
1227,1
12,1371
678,461
1159,179
1877,338
462,99
1996,1238
661,3
1585,2650
1743,825
2806,12
1895,723
1060,326
1048,5
350,1245
2617,5
618,369
1911,2593
1874,809
1016,516
2268,59
3120,1041
2899,167
3810,8
2640,170
2657,2560
1001,25
1169,190
3662,1718
1588,33
26,66
23,10
3900,1
62,471
3440,30
694,5
247,163
572,358
1196,321
170,4
524,58
1084,122
3995,6
376,1
988,692
1925,1
2,127
3655,8
1692,2699
1268,2
778,5
812,2
1571,5
76,42
1112,1577
3357,8
297,606
2509,11
58,603
2978,1951
3395,906
760,732
1859,4
445,182
2542,15
1085,258
245,29
1497,7
214,33
2536,987
201,375
2294,98
178,98
1759,360
1249,5
2112,4
3553,903
1274,630
6,1
203,408
1157,134
34,213
738,5
2083,1556
499,1863
3871,410
1734,1
319,185
1310,2486
1038,68
2069,3329
3637,352
1760,940
597,1
3934,96
16,8
3793,2795
476,3
160,1077
2125,4
1787,58
2062,18
217,6
1106,912
1977,219
569,508
1510,3
1906,319
3860,1975
453,462
1453,5
2610,1
2940,27
2518,1656
2191,3
666,380
3148,3
2691,2463
1770,505
1497,10
85,907
886,2799
1361,15
2388,14
74,42
2664,19
2103,1963
48,37
1118,3892
2721,746
157,19
11,27
3003,3
3661,1310
1740,6
2413,3
1187,1010
10,23
1624,1
2660,258
2963,88
3956,4
1056,3894
655,6
242,290
2319,1913
11,427
672,292
651,2465
42,417
9,5
3844,2
1451,32
1025,7
1470,639
269,25
602,53
1637,5
2387,3642
3114,7
221,279
797,1
907,2591
3380,1078
27,38
635,40
71,290
3092,1
9,1
2095,295
2249,3168
938,2
326,681
1765,127
776,25
1680,2258
19,165
69,573
1895,6
3355,25
202,1
731,220
1014,299
3911,40
2937,191
19,11
2588,7
2540,52
48,60
886,4
1436,156
1608,67
2335,1115
3607,1109
27,295
693,68
334,237
1828,31
1053,1
85,1593
1726,1
1226,230
3592,2227
3889,628
1212,83
3894,1651
2018,298
3797,83
786,47
519,3
1789,1373
2565,3009
3162,1
235,264
326,26
1136,1
3958,62
1805,6
466,313
929,32
1200,7
2423,6
243,3354
1412,514
691,2390
2533,346
3979,235
17,4
4,13
1190,2452
1824,7
1177,14
67,6
2510,368
4,23
30,2
533,5
1195,51
444,6
3578,3
1437,4
736,79
5,105
32,1672
555,855
443,3777
842,1075
301,7
1747,16
1479,2
2049,282
2258,7
2003,3361
3255,2526
1867,1
597,11
3137,7
1901,6
171,493
3766,545
1090,18
728,1
2457,30
2044,1396
269,139
30,129
1481,2
1359,3
1032,1327
1502,3476
1738,3130
2500,6
1787,152
51,994
631,5
2614,207
2664,31
2918,12
3160,34
898,1156
37,12
889,246
22,8
2209,232
381,1
241,26
2822,3
385,141
3298,18
2365,141
2231,1411
1562,1253
533,9
298,1
1331,716
327,325
334,47
1750,876
2283,7
273,397
168,1
2185,42
2575,5
2735,5
1269,1917
6,2966
183,3254
3292,427
97,1
3941,44
766,51
3425,11
2793,2565
231,7
1397,282
3400,4
821,3
2717,3
1045,1
860,10
619,1834
1015,1
1213,1293
3855,6
2544,983
1969,18
1624,879
497,500
2553,92
1087,364
820,825
1492,403
319,2
2996,2314
1237,1
496,119
1838,27
3548,299
2239,85
1891,10
884,16
1651,5
41,33
3359,12
87,14
242,188
703,15
1375,63
3805,39
1108,1
3321,1392
2400,728
9,5
932,39
263,55
1329,8
1120,633
1228,3
3554,56
381,1
2712,59
2185,3
211,3
2141,10
3067,2
1252,3749
1164,268
3730,96
508,32
1811,22
3384,1992
23,8
1752,3815
508,1
1179,10
3462,2048
2899,1
949,2
480,6
367,338
10,13
3149,3149
977,7
749,525
3404,4
3795,4
3969,616
148,2
1407,722
2532,39
3025,2552
99,4
2095,1
791,1130
490,17
2622,82
929,1
3465,7
3921,36
820,1
2032,268
530,3
705,1
2609,31
103,1
305,6
432,1924
3126,1
484,1
23,1011
3215,48
3640,297
202,130
1042,1328
1292,11
1991,1
348,815
2750,3
1413,96
975,556
588,133
2637,4
3229,5
2359,2651
489,2174
1405,2
1849,4
2547,1
3935,53
114,1
23,4
3,73
6,2
842,52
3470,7
1250,256
3330,3468
43,1
650,337
559,538
2176,1638
373,3119
2061,2
1838,11
3214,1767
48,411
1204,164
2249,746
208,5
95,38
3463,38
454,3
173,2080
1937,363
1813,64
1339,85
3606,1
2302,36
600,122
2214,25
1328,2
3464,2315
315,228
144,495
2988,43
3448,32
2299,14
152,1
886,1737
2152,12
22,10
532,1
726,1
3579,200
2631,5
2692,1109
2817,142
1337,1
3406,43
2189,681
1666,1376
2890,1756
1885,40
2492,51
96,1395
215,1
1100,1100
3995,6
1890,174
274,2
336,6
1229,5
255,510
1454,54
3535,44
828,32
3112,1
16,757
176,38
1371,34
2275,2639
1256,5
1879,2318
1434,282
721,24
1759,113
1983,1125
2139,4
3466,44
598,185
1309,1
958,102
1520,774
532,171
1330,1
2222,462
3557,1157
2986,2
9,4
2023,2500
1198,270
3762,1152
2688,2776
2773,453
2928,1691
398,6
3701,2534
27,508
67,103
3914,2
1855,5
391,274
796,8
1373,33
1275,8
2301,277
1467,455
2721,2240
2981,557
471,5
2413,205
8,15
891,684
87,81
775,691
46,3137
334,5
1582,33
3814,17
1558,1
709,194
92,103
2321,1
383,15
3353,2469
1012,63
1785,654
601,2
418,1
3256,1
2265,164
608,27
2774,20
3031,6
3977,780
1502,888
2756,19
1756,2
618,12
48,43
3406,52
1523,44
596,410
2394,255
1744,26
452,2
1046,19
2065,628
3625,1005
394,3
2717,5
731,15
340,2042
2255,3672
719,7
7,735
2227,7
1201,1
2455,1637
1777,688
2828,6
685,40
3002,2851
3455,24
89,1
588,205
3728,12
870,284
2970,3174
3957,94
329,1
2641,60
56,12
1915,494
3708,156
95,25
2853,1236
1557,2
3709,18
880,2065
515,9
464,4
3424,1
3747,1
2012,56
2371,1
2662,679
1813,3
1211,15
1242,2382
387,1
1113,2
3729,245
197,325
3,5
592,3329
2936,1267
3761,1
386,49
8,4
231,338
542,942
357,501
2417,11
514,556
580,326
3821,1
3518,28
142,15
20,3
1864,10
2194,26
3922,3
2571,147
129,11
2409,1
698,3
2269,1068
368,11
1301,2
309,1166
1982,1825
3166,1
3841,1405
1191,1
3337,28
559,24
2885,531
976,447
28,77
2343,1560
1476,1376
3852,1
2626,1187
597,2817
1789,7
1000,2
3392,1572
424,2931
1556,349
60,26
144,7
302,323
550,2
890,3761
2500,40
421,349
1227,2216
319,3753
541,89
3622,1826
2276,4
3401,488
426,1251
749,1058
1192,2
1931,1
619,1
1718,18
297,78
2507,2
1275,787
2873,5
11,20
423,183
685,1435
237,2
1197,160
460,2943
1744,6
3843,1911
1176,65
3252,1
1303,71
2424,990
162,1681
3540,1382
118,1064
3263,1300
311,252
3975,853
9,4
656,104
1358,3073
2829,1
106,3
1743,1
15,485
1632,27
1015,196
546,1741
1145,29
3184,669
2452,7
1002,370
3796,2
104,578
154,20
884,1
586,26
3538,20
763,439
2757,3
3814,7
508,48
261,38
3819,262
2638,1
2619,6
3268,1
3662,6
2407,317
91,1
57,18
840,75
236,438
1810,8
767,302
402,24
1790,3
3750,25
241,5
1109,2005
2104,10
3498,960
23,9
27,125
178,380
1262,779
103,1
3072,510
517,80
16,8
92,795
880,534
3100,7
3324,27
1748,1
910,10
71,14
655,360
2095,11
3779,89
2696,5
2839,5
429,17
3929,1
973,580
1697,3140
721,2
1623,63
1626,24
2746,1683
3373,3
3048,120
2377,12
473,7
424,20
1798,31
1391,5
1929,1
1716,3
332,2
901,1
530,639
3006,194
1312,1153
126,6
23,23
2401,6
598,1
1798,11
3570,5
1102,114
702,237
2166,1
1135,235
1373,7
2922,33
1246,51
2280,77
61,1
1344,400
1306,31
502,2
20,1038
1905,2
7,145
576,6
1418,1150
1796,55
3379,5
2964,39
1529,615
3416,806
567,118
591,1624
3466,922
1000,433
246,1
1330,1407
83,1
3783,2
1173,418
626,2
23,9
3598,1460
3301,18
1622,407
3317,900
3447,5
927,1291
2973,643
39,1
21,9
1713,2
637,5
383,28
466,3
1133,3
35,113
1390,3
5,1075
77,20
2822,324
593,2295
3293,1
269,2713
1368,68
16,4
3715,1030
708,15
2849,6
727,41
3736,1
235,51
951,1
187,72
515,4
507,311
704,24
315,7
55,6
1282,2172
2371,580
3414,5
1257,2
1305,234
129,334
734,7
324,992
355,1
2690,1
10,17
36,479
2812,2
1353,1072
2360,837
959,647
1070,1
1493,37
694,48
1793,74
2084,5
115,2
3614,179
2922,26
70,2
2016,2727
532,5
2820,86
3260,1
42,27
1502,24
473,3
1323,1080
3018,34
1991,11
112,908
2848,2188
227,2
1530,19
8,9
3973,15
1073,28
2167,718
2075,109
1441,7
135,185
1185,2459
3969,134
1903,847
2667,2479
1653,42
467,530
67,718
2172,964
2549,402
2869,3
29,1
1946,1
527,3718
64,2
904,7
995,647
37,47
26,8
3277,1
547,2
1160,3
203,5
1777,3
1009,1
3325,101
156,877
1131,44
2136,50
3877,38
2584,7
19,410
2051,7
325,1570
2267,31
3712,27
91,137
3346,7
139,88
706,10
996,1158
1192,192
81,289
1529,24
36,31
2013,2945
2391,480
429,38
792,24
1975,1999
3541,5
1237,2089
723,5
1780,21
425,1613
673,381
1331,3
33,5
2768,25
1946,1542
1,12
3055,32
260,485
1361,973
1001,16
2000,2
1670,2282
2942,671
576,34
2403,16
142,479
682,103
228,2275
1363,1303
400,12
3099,11
1813,42
341,225
467,2945
736,5
3894,28
3022,2
37,3
966,2371
391,86
1641,944
301,425
1452,20
287,3
1054,7
592,1077
910,73
157,10
855,2
2059,5
28,643
3454,37
889,462
984,3139
1508,30
542,440
1554,7
648,52
1143,1269
3124,433
1441,1
2976,34
23,10
2564,21
3606,869
3324,6
905,6
780,761
8,8
717,1203
1260,1
2695,79
2827,15
3562,949
673,44
3348,6
1273,4
1583,99
148,18
344,1
2528,1683
1558,33
3067,1
1865,28
2978,1102
1351,86
2954,2311
155,36
2547,2
2155,2366
3376,20
2437,49
1578,26
167,1496
586,79
1962,9
1586,427
424,705
1093,2
559,14
1240,30
70,293
541,4
529,1306
1174,1386
1164,42
2074,5
830,7
1437,4
1304,2957
407,38
1239,2
1251,42
1411,802
1935,1114
982,28
14,45
200,30
3655,4
1558,395
1017,1
3573,1633
142,1157
40,30
1477,42
3890,1134
468,257
2128,16
688,1842
764,56
636,608
26,7
2736,1221
1180,58
3130,2888
129,7
564,733
3295,19
2205,41
387,56
2755,27
208,222
217,2
15,1
1141,2
2345,38
648,193
2447,10
286,176
3299,142
31,12
44,2141
1408,124
698,24
29,1342
48,2
183,6
67,1621
2511,12
260,21
2567,1
675,1
2546,2028
96,1
2621,99
501,2
798,12
3101,425
3520,24
1762,2
2225,1
521,2908
689,7
910,1
1715,2
2861,1146
1155,2467
794,511
13,4
3379,31
2157,34
249,66
1704,171
3682,74
500,3
130,5
525,4
3149,180
483,7
1479,333
818,2
1028,517
146,3480
1805,11
3870,23
3976,1667
418,7
1716,427
599,4
120,1
3156,2
3221,986
289,223
18,87
788,31
1573,18
1028,2077
846,1767
1749,18
3575,2
1339,336
3869,18
81,8
132,349
2809,29
3822,2
123,3364
164,14
2504,2743
18,299
1351,1446
2063,3
2190,3
2358,3000
368,799
1118,372
2460,34
1204,4
1377,3
958,7
213,7
1979,1273
1580,2380
168,826
2730,3
2846,536
2407,16
1043,5
2575,2575
161,6
2145,469
3589,1133
21,22
1148,24
3028,1014
796,90
3268,191
429,2999
2277,3921
2815,17
308,1187
1658,386
2907,1
173,169
3076,340
1365,18
2330,1450
1056,3
2699,1
144,2
1098,1271
41,191
52,1420
1340,34
6,5
3775,3793
1028,1268
653,29
259,1
3054,1945
3534,48
2621,2548
470,13
1907,15
1950,7
225,6
3340,202
2312,2586
2344,282
782,2
10,4
1932,15
1560,14
1327,1
3521,1199
1153,19
165,1332
3602,226
442,584
207,2419
2980,5
931,532
1765,3
1133,78
3908,728
2199,605
2234,337
2906,185
1287,562
262,445
788,76
140,1
1509,1
46,1004
2987,1364
2081,1150
514,163
339,23
3382,58
49,54
3682,29
3517,1
1794,24
3697,49
2237,21
1173,3
1029,540
2427,477
1551,3623
2292,88
46,12
1331,6
341,15
3392,1615
1380,1554
92,2038
14,1
3981,2789
3329,33
1293,2
740,16
1999,49
2584,87
1896,45
1362,1158
1422,114
513,3
1470,24
623,614
646,11
1942,5
2905,7
296,5
2170,1
2863,1116
1766,31
988,222
773,27
903,2032
2492,6
2193,58
2632,567
2846,1
3056,281
2041,2756
5,11
3263,2859
775,42
1115,219
547,23
3190,1
1173,306
498,353
6,1776
896,1
794,309
739,265
3493,1020
69,4
1708,1
100,36
2643,1
60,1185
290,927
3164,39
610,46
214,839
3487,1929
13,17
137,1
132,33
3678,111
1597,537
391,916
577,1598
6,73
37,66
2482,50
1323,10
2271,1834
2481,34
474,15
287,285
627,34
2033,6
2598,905
3369,2
384,7
2152,24
2584,29
16,22
59,40
1078,453
5,1230
929,52
3696,3567
2892,41
2015,35
2082,2942
953,35
2324,28
36,30
26,2
980,5
2373,81
2473,1929
1141,1141
3884,5
831,6
2274,8
1331,14
3804,5
754,7
2575,2098
361,3
616,692
3031,5
1899,3
3341,176
823,1
2635,24
1402,469
332,308
1768,5
3270,2
345,612
616,12
1970,1970
621,7
3933,11
885,413
1477,2355
1706,26
567,152
3059,1531
2608,573
523,2
470,2
2815,92
1218,7
485,34
1117,2637
1481,331
425,2153
123,182
1520,6
389,1
377,55
1032,59
3144,1
2500,32
6,713
1364,3
2666,2
113,654
1988,1726
1250,10
125,1
1733,96
3428,311
2997,2774
3137,1
1799,1249
2025,3182
1362,44
758,1
36,488
1743,3936
2712,55
913,1
1032,217
411,2428
3319,1415
2075,50
1307,26
1080,5
1759,6
26,16
2171,3
555,10
150,4
544,36
1607,1
2796,347
338,1202
3067,17
1518,15
2515,7
2455,1874
761,1
3552,1385
562,3
260,22
2359,363
1809,6
604,2432
2984,1238
2325,1
749,898
56,2536
3065,580
1924,24
3925,1
78,38
81,2
581,1
218,15
3681,1230
20,1142
513,321
127,94
1679,35
626,715
3969,179
4,18
915,24
2064,3
221,8
19,4
2757,1860
509,28
1476,3
3867,87
657,26
371,9
1240,54
1648,230
1114,43
803,36
3483,2861
2619,4
1118,1118
1564,7
3609,20
514,2
1825,686
3396,20
1327,16
1958,22
49,574
3384,778
1523,30
125,27
1238,3399
1726,1142
194,3172
2277,2
76,2713
692,398
883,70
553,3
1008,1093
3869,2
2723,1010
3463,665
2495,2971
4,9
873,12
1620,663
49,1092
2141,12
1961,1
2335,81
11,277
1422,44
633,3956
2273,709
1607,2100
1749,7
2724,38
3723,7
1648,1
173,6
1307,758
2712,62
25,4
2128,19
2275,2
1446,907
1628,136
1444,53
1238,319
451,2
233,1293
526,1
2251,1
835,801
3136,3548
13,5
3624,31
3338,1
1198,2668
219,13
604,198
831,1
2588,686
3814,204
2834,1814
2033,443
2065,1173
1012,148
153,1477
82,86
3571,1
2766,1
36,422
1000,30
2515,3236
237,3686
152,2304
1150,279
2773,392
139,20
46,3
46,71
2908,6
1021,1162
3720,418
1424,6
2945,1
1412,1115
1627,36
127,4
2145,1
3119,30
511,164
69,1
1882,1
1609,49
1692,3
540,33
1210,182
88,2730
2399,17
1968,2
112,586
2290,2
742,99
1189,45
1013,32
1901,10
2935,2
3033,6
102,48
3399,24
597,201
1144,387
2213,3
44,3648
893,7
2377,19
2618,84
1463,1
1690,95
2722,34
2892,1313
167,1199
181,20
354,168
3614,651
1989,1804
1382,20
2964,20
717,1
775,664
709,1
3816,22
825,3055
1260,2554
140,1347
1662,2079
2528,3
3554,294
3951,32
3776,1
950,5
3380,2
1140,2
451,1
2866,980
42,3598
3505,276
2926,1
838,1932
1514,11
459,11
577,93
2254,2
3694,524
2062,3135
1477,541
2094,41
1367,2
2690,806
3089,2
193,325
1748,55
34,36
205,2281
448,380
3677,33
712,2
818,2
143,182
3674,33
645,50
1343,76
1584,1010
2505,199
514,306
2211,24
682,2386
1959,3
1405,1
9,15
25,411
2078,67
862,862
467,2
1158,29
460,241
33,1
957,11
3936,11
3621,28
1102,1
3759,3
604,15
1727,6
7,1811
3744,422
3803,45
2754,1
1263,12
177,3
320,12
673,22
2006,349
3967,24
701,31
1013,3
2318,762
1743,29
3180,18
149,39
3951,1
3868,3
2035,50
479,1
29,35
382,403
41,1
265,1021
1919,5
295,5
1314,44
620,3691
2568,1
544,5
2006,581
23,2
463,1
2628,3
1608,25
3799,2
457,3
3831,2763
3550,169
1287,103
689,390
3153,68
2584,1119
1433,1
2771,2
975,10
1067,7
2698,1765
182,369
3450,425
363,19
1988,33
1695,690
1289,219
770,5
21,9
707,2868
265,6
3764,1
683,1
1663,3
2381,18
822,2
3791,1439
652,3776
464,1
1428,2550
89,6
2760,3309
2,34
1912,478
84,27
2197,2054
26,162
1321,1099
253,3598
2327,1
2867,1364
209,1234
355,1
16,23
596,9
2012,74
8,22
3536,9
1780,3409
45,12
3537,115
67,1047
3538,11
3259,2
2438,70
2775,1144
2927,1
1754,3
74,36
93,7
51,26
290,871
3185,2
802,156
3973,1
2131,20
2317,19
1457,11
262,299
813,3076
199,8
3038,2
2141,5
2919,3
1578,20
1370,2379
988,2863
2052,5
1192,2
3172,29
1117,2706
242,3
314,1335
2113,1604
866,532
206,180
1276,2411
19,130
2181,40
917,302
1087,12
581,1
3288,4
2322,371
1011,260
983,11
933,3
720,2119
2511,1
655,14
1500,2282
291,8
940,426
352,86
3103,360
3346,32
3265,39
195,2
688,5
1896,276
1599,464
2346,62
1520,3
1011,9
1031,24
99,5
2311,36
1375,4
225,3
316,7
1084,100
2230,12
5,18
3229,144
1497,139
280,1422
328,6
2891,7
1033,1144
1304,19
7,46
1869,1388
1859,103
1037,650
2199,2
3214,1
1243,5
3904,376
2083,951
2247,7
189,13
764,3
23,23
3203,3
3821,2837
1583,11
3377,35
1122,16
3967,585
1560,7
2749,54
2772,3552
567,1613
552,589
2593,3469
1426,18
3123,410
55,12
1789,2
1297,1025
3909,725
1174,2
2042,513
1455,668
57,1466
94,3446
1470,24
262,658
1025,3
417,1443
2659,1029
1098,11
753,105
3043,341
2084,75
2905,213
202,41
13,3
2715,6
2851,3
2843,6
1452,60
1085,478
2133,36
594,2417
416,40
3260,1
145,2437
1098,36
395,68
2123,2
280,39
4,7
3032,75
2773,15
1475,2784
48,7
1961,3
3368,420
1461,1
3859,60
617,2
579,86
3993,286
309,2
2466,25
2680,297
200,30
939,514
2488,20
629,34
2389,4
1,1612
240,262
3377,1
694,44
20,357
3240,1080
46,1
1901,80
201,3175
1967,2834
3059,36
193,289
2172,162
2336,26
888,112
3511,1625
327,602
1263,1
715,665
3459,8
3270,20
823,136
2803,19
8,8
3417,298
1084,1084
2201,72
755,247
2560,5
3624,729
2301,37
387,852
1061,2399
3323,25
863,14
2281,18
1277,103
1661,5
3787,11
513,517
2162,6
396,277
102,2
1795,3701
204,18
2132,19
1783,1465
920,164
964,43
1854,418
725,7
63,14
1115,36
106,1205
1431,2636
502,929
164,1
2156,878
358,26
135,1788
2633,881
17,1122
134,43
2089,2
21,13
1953,12
1049,1
1233,6
164,1622
17,8
1780,3
115,3486
342,104
2258,1275
3039,1254
1194,384
6,14
3528,3922
150,20
2489,66
309,55
17,8
426,940
42,20
1754,2
3643,21
3913,3
638,638
551,36
2013,2111
1133,1
1367,2
1048,2
2808,1494
341,25
1734,934
1963,1321
510,1
108,5
315,50
911,5
154,192
1568,339
156,3
3408,1
870,5
3986,1
2092,2
665,831
1644,130
811,3
2950,2950
2777,13
3256,7
3,667
2651,153
7,54
108,2
313,2
83,183
3737,34
1848,1832
558,1203
2162,1343
1685,8
278,3413
102,453
413,210
1497,40
1205,38
501,325
680,21
604,14
104,2516
377,1
3169,7
761,63
151,114
268,12
483,73
1506,5
6,2033
22,8
3943,3203
469,33
261,7
2445,850
